Date	Driver Name	Event	Act Time	Tot Plan	Unit .	Stop Type	Packages	Miles	Count
2/22/2012	pett	Inside AM	0.8216667	0.236833498			0	0	2
2/22/2012	pett	KEY-ON	0	0			0		3
2/22/2012	pett	KEY-OFF	0.5786111	1.115149021			0	25	4
2/22/2012	pett	DEL	0.01583333	0.02345	2802	D	1	0	5
2/22/2012	pett	KEY-ON	0	0			0	0	6
2/22/2012	pett	KEY-OFF	0.03305556	0.03080787			0	0	7
2/22/2012	pett	DEL	0.02194444	0.02345	2802	D	1	0	8
2/22/2012	pett	KEY-ON	0	0			0	0	9
2/22/2012	pett	KEY-OFF	0.05833333	0.057394221			0	1	10
2/22/2012	pett	DEL	0.02083333	0.02306	2804	D	1	0	11
2/22/2012	pett	KEY-ON	0	0			0	0	12
2/22/2012	pett	KEY-OFF	0.04444445	0.039403319			0	1	13
2/22/2012	pett	DEL	0.02611111	0.02306	2804	D	1	0	14
2/22/2012	pett	KEY-ON	0	0			0	0	15
2/22/2012	pett	KEY-OFF	0.02972222	0.021412419			0	0	16
2/22/2012	pett	DEL	0.007777778	0.02306	2804	D	1	0	17
2/22/2012	pett	KEY-ON	0	0			0	0	18
2/22/2012	pett	KEY-OFF	0.01083333	0.009418484			0	0	19
2/22/2012	pett	DEL	0.03916667	0.043539999	2804	D	5	0	20
2/22/2012	pett	KEY-ON	0	0			0	0	21
2/22/2012	pett	KEY-OFF	0.02083333	0.01541545			0	0	22
2/22/2012	pett	DEL	0.008611111	0.02306	2804	D	1	0	23
2/22/2012	pett	KEY-ON	0	0			0	0	24
2/22/2012	pett	KEY-OFF	0.03027778	0.0222109			0	0	25
2/22/2012	pett	DEL	0.04638889	0.0627	2804	S	4	0	26
2/22/2012	pett	KEY-ON	0	0			0	0	27
2/22/2012	pett	KEY-OFF	0.07111111	0.069788158			0	2	28
2/22/2012	pett	DEL	0.01361111	0.02345	2802	D	1	0	29
2/22/2012	pett	KEY-ON	0	0			0	0	30
2/22/2012	pett	KEY-OFF	0.08333334	0.063389666			0	2	31
2/22/2012	pett	DEL	0.02277778	0.02768	2801	S	1	0	32
2/22/2012	pett	KEY-ON	0	0			0	0	33
2/22/2012	pett	KEY-OFF	0.009444444	0.006418484			0	0	34
2/22/2012	pett	DEL	0.01472222	0.02768	2801	S	1	0	35
2/22/2012	pett	KEY-ON	0	0			0	0	36
2/22/2012	pett	KEY-OFF	0.02111111	0.01241545			0	0	37
2/22/2012	pett	DEL	0.01694444	0.02768	2801	S	1	0	38
2/22/2012	pett	KEY-ON	0	0			0	0	39
2/22/2012	pett	KEY-OFF	0.01444444	0.006418484			0	0	40
2/22/2012	pett	DEL	0.02083333	0.02768	2801	S	1	0	41
2/22/2012	pett	KEY-ON	0	0			0	0	42
2/22/2012	pett	KEY-OFF	0.01138889	0.006418484			0	0	43
2/22/2012	pett	DEL	0.02055556	0.02768	2801	S	1	0	44
2/22/2012	pett	KEY-ON	0	0			0	0	45
2/22/2012	pett	KEY-OFF	0.01166667	0.009416968			0	0	46
2/22/2012	pett	DEL	0.01861111	0.02768	2801	S	1	0	47
2/22/2012	pett	KEY-ON	0	0			0	0	48
2/22/2012	pett	KEY-OFF	0.08111111	0.082520567			0	2	49
2/22/2012	pett	DEL	0.01083333	0.02348	2703	D	1	0	50
2/22/2012	pett	KEY-ON	0	0			0	0	51
2/22/2012	pett	KEY-OFF	0.05416667	0.05553725			0	1	52
2/22/2012	pett	DEL	0.005555556	0.04483	2803	S	4	0	53
2/22/2012	pett	PU	0.065	0.022129999	2803	S	0	0	54
2/22/2012	pett	KEY-ON	0	0			0	0	55
2/22/2012	pett	KEY-OFF	0.04194444	0.038263321			0	1	56
2/22/2012	pett	PU	0.004722222	0.022129999	2803	S	0	0	57
2/22/2012	pett	KEY-ON	0	0			0	0	58
2/22/2012	pett	KEY-OFF	0.1952778	0.237303197			0	7	59
2/22/2012	pett	DEL	0.03138889	0.02306	2804	D	1	0	60
2/22/2012	pett	KEY-ON	0	0			0	0	61
2/22/2012	pett	KEY-OFF	0.01722222	0.01241697			0	0	62
2/22/2012	pett	DEL	0.0275	0.02306	2804	D	1	0	63
2/22/2012	pett	KEY-ON	0	0			0	0	64
2/22/2012	pett	KEY-OFF	0.05972222	0.064189672			0	2	65
2/22/2012	pett	DEL	0.08916667	0.078060001	2804	S	7	0	66
2/22/2012	pett	KEY-ON	0	0			0	0	67
2/22/2012	pett	KEY-OFF	0.06861112	0.04839877			0	1	68
2/22/2012	pett	DEL	0.01583333	0.02306	2804	D	1	0	69
2/22/2012	pett	KEY-ON	0	0			0	0	70
2/22/2012	pett	KEY-OFF	0.09222222	0.093376033			0	2	71
2/22/2012	pett	DEL	0.05444445	0.02306	2804	D	1	0	72
2/22/2012	pett	KEY-ON	0	0			0	0	73
2/22/2012	pett	KEY-OFF	0.03138889	0.0222109			0	0	74
2/22/2012	pett	DEL	0.02194444	0.04734	2804	S	1	0	75
2/22/2012	pett	KEY-ON	0	0			0	0	76
2/22/2012	pett	KEY-OFF	0.08333334	0.066389672			0	2	77
2/22/2012	pett	DEL	0.02361111	0.02306	2804	D	1	0	78
2/22/2012	pett	KEY-ON	0	0			0	0	79
2/22/2012	pett	KEY-OFF	0.07472222	0.036404841			0	1	80
2/22/2012	pett	DEL	0.01833333	0.033299999	2804	D	3	0	81
2/22/2012	pett	KEY-ON	0	0			0	0	82
2/22/2012	pett	KEY-OFF	0.0175	0.01021697			0	0	83
2/22/2012	pett	DEL	0.09277778	0.084619999	2804	S	2	0	84
2/22/2012	pett	KEY-ON	0	0			0	0	85
2/22/2012	pett	KEY-OFF	0.005277778	0.00642			0	0	86
2/22/2012	pett	DEL	0.01777778	0.02306	2804	D	1	0	87
2/22/2012	pett	KEY-ON	0	0			0	0	88
2/22/2012	pett	KEY-OFF	0.02722222	0.0179909			0	0	89
2/22/2012	pett	KEY-ON	0.004166667	0			0	0	90
2/22/2012	pett	KEY-OFF	0.01527778	0.01241697			0	0	91
2/22/2012	pett	DEL	0.01111111	0.02306	2804	D	1	0	92
2/22/2012	pett	KEY-ON	0	0			0	0	93
2/22/2012	pett	KEY-OFF	0.09722222	0.075385123			0	2	94
2/22/2012	pett	DEL	0.01638889	0.02306	2804	D	1	0	95
2/22/2012	pett	KEY-ON	0	0			0	0	96
2/22/2012	pett	KEY-OFF	0.05638889	0.055194221			0	1	97
2/22/2012	pett	DEL	0.01583333	0.04734	2804	S	1	0	98
2/22/2012	pett	KEY-ON	0	0			0	0	99
2/22/2012	pett	KEY-OFF	0.06027778	0.04839877			0	1	100
2/22/2012	pett	DEL	0.02083333	0.02306	2804	D	1	0	101
2/22/2012	pett	KEY-ON	0	0			0	0	102
2/22/2012	pett	KEY-OFF	0.06833334	0.057394221			0	1	103
2/22/2012	pett	DEL	0.01	0.028179999	2804	D	2	0	104
2/22/2012	pett	KEY-ON	0	0			0	0	105
2/22/2012	pett	KEY-OFF	0.08194444	0.0600527			0	1	106
2/22/2012	pett	DEL	0.009722223	0.024639999	2805	D	1	0	107
2/22/2012	pett	KEY-ON	0	0			0	0	108
2/22/2012	pett	KEY-OFF	0.05111111	0.035304841			0	1	109
2/22/2012	pett	DEL	0.0125	0.020919999	2803	D	1	0	110
2/22/2012	pett	KEY-ON	0	0			0	0	111
2/22/2012	pett	KEY-OFF	0.03944445	0.031846348			0	0	112
2/22/2012	pett	DEL	0.03444444	0.04386	2805	S	2	0	113
2/22/2012	pett	KEY-ON	0	0			0	0	114
2/22/2012	pett	KEY-OFF	0.04138889	0.03906332			0	1	115
2/22/2012	pett	DEL	0.01388889	0.024639999	2805	D	1	0	116
2/22/2012	pett	KEY-ON	0	0			0	0	117
2/22/2012	pett	KEY-OFF	0.07777778	0.077960573			0	2	118
2/22/2012	pett	KEY-ON	1.011944	0			0	0	119
2/22/2012	pett	KEY-OFF	0.08055556	0.087039061			0	2	120
2/22/2012	pett	DEL	0.02333333	0.029759999	2805	D	2	0	121
2/22/2012	pett	KEY-ON	0	0			0	0	122
2/22/2012	pett	KEY-OFF	0.01027778	0.009078484			0	0	123
2/22/2012	pett	DEL	0.01305556	0.024639999	2805	D	1	0	124
2/22/2012	pett	KEY-ON	0	0			0	0	125
2/22/2012	pett	KEY-OFF	0.0475	0.03906332			0	1	126
2/22/2012	pett	DEL	0.01138889	0.029759999	2805	D	2	0	127
2/22/2012	pett	KEY-ON	0	0			0	0	128
2/22/2012	pett	KEY-OFF	0.03472222	0.038987871			0	0	129
2/22/2012	pett	DEL	0.01888889	0.092839999	2805	S	5	0	130
2/22/2012	pett	DEL	0.02222222	0.086510001	2803	S	9	0	131
2/22/2012	pett	KEY-ON	0	0			0	0	132
2/22/2012	pett	KEY-OFF	0.0375	0.029984839			0	1	133
2/22/2012	pett	KEY-ON	0.1341667	0			0	0	134
2/22/2012	pett	KEY-OFF	0.04416667	0.035264831			0	1	135
2/22/2012	pett	DEL	0.04361111	0.04555	2803	S	1	0	136
2/22/2012	pett	KEY-ON	0	0			0	0	137
2/22/2012	pett	KEY-OFF	0.008333334	0.00532			0	0	138
2/22/2012	pett	DEL	0.01166667	0.020919999	2803	D	1	0	139
2/22/2012	pett	KEY-ON	0	0			0	0	140
2/22/2012	pett	KEY-OFF	0.04222222	0.041301802			0	1	141
2/22/2012	pett	DEL	0.02333333	0.020919999	2803	D	1	0	142
2/22/2012	pett	KEY-ON	0	0			0	0	143
2/22/2012	pett	KEY-OFF	0.004722222	0.008318484			0	0	144
2/22/2012	pett	DEL	0.01833333	0.020919999	2803	D	1	0	145
2/22/2012	pett	KEY-ON	0	0			0	0	146
2/22/2012	pett	KEY-OFF	0.007222222	0.00532			0	0	147
2/22/2012	pett	DEL	0.01833333	0.020919999	2803	D	1	0	148
2/22/2012	pett	KEY-ON	0	0			0	0	149
2/22/2012	pett	KEY-OFF	0.05305555	0.047258768			0	1	150
2/22/2012	pett	DEL	0.04388889	0.052520001	2803	S	1	0	151
2/22/2012	pett	KEY-ON	0	0			0	0	152
2/22/2012	pett	KEY-OFF	0.006666667	0.008318484			0	0	153
2/22/2012	pett	DEL	0.01472222	0.020919999	2803	D	1	0	154
2/22/2012	pett	KEY-ON	0	0			0	0	155
2/22/2012	pett	KEY-OFF	0.005555556	0.00528			0	0	156
2/22/2012	pett	DEL	0.02583333	0.02947	2803	S	1	0	157
2/22/2012	pett	KEY-ON	0	0			0	0	158
2/22/2012	pett	KEY-OFF	0.01083333	0.01131697			0	0	159
2/22/2012	pett	DEL	0.01972222	0.020919999	2803	D	1	0	160
2/22/2012	pett	KEY-ON	0	0			0	0	161
2/22/2012	pett	KEY-OFF	0.0075	0.008318484			0	0	162
2/22/2012	pett	DEL	0.01694444	0.020919999	2803	D	1	0	163
2/22/2012	pett	KEY-ON	0	0			0	0	164
2/22/2012	pett	KEY-OFF	0.006666667	0.008318484			0	0	165
2/22/2012	pett	DEL	0.01666667	0.020919999	2803	D	1	0	166
2/22/2012	pett	KEY-ON	0	0			0	0	167
2/22/2012	pett	KEY-OFF	0.01555556	0.01431545			0	0	168
2/22/2012	pett	DEL	0.01027778	0.020919999	2803	D	1	0	169
2/22/2012	pett	KEY-ON	0	0			0	0	170
2/22/2012	pett	KEY-OFF	0.02111111	0.01431545			0	0	171
2/22/2012	pett	DEL	0.01583333	0.020919999	2803	D	1	0	172
2/22/2012	pett	KEY-ON	0	0			0	0	173
2/22/2012	pett	KEY-OFF	0.006388889	0.008318484			0	0	174
2/22/2012	pett	DEL	0.015	0.020919999	2803	D	1	0	175
2/22/2012	pett	KEY-ON	0	0			0	0	176
2/22/2012	pett	KEY-OFF	0.025	0.020312419			0	0	177
2/22/2012	pett	DEL	0.01472222	0.020919999	2803	D	1	0	178
2/22/2012	pett	KEY-ON	0	0			0	0	179
2/22/2012	pett	KEY-OFF	0.02222222	0.017273931			0	0	180
2/22/2012	pett	DEL	0.0225	0.02947	2803	S	1	0	181
2/22/2012	pett	KEY-ON	0	0			0	0	182
2/22/2012	pett	KEY-OFF	0.04472222	0.041301802			0	1	183
2/22/2012	pett	DEL	0.01	0.020919999	2803	D	1	0	184
2/22/2012	pett	KEY-ON	0	0			0	0	185
2/22/2012	pett	KEY-OFF	0.06527778	0.0592927			0	1	186
2/22/2012	pett	DEL	0.008888889	0.020919999	2803	D	1	0	187
2/22/2012	pett	KEY-ON	0	0			0	0	188
2/22/2012	pett	KEY-OFF	0.03277778	0.034587871			0	0	189
2/22/2012	pett	DEL	0.009166667	0.020919999	2803	D	1	0	190
2/22/2012	pett	PU	0.01611111	0.022129999	2803	S	0	0	191
2/22/2012	pett	KEY-ON	0	0			0	0	192
2/22/2012	pett	KEY-OFF	0.03388889	0.020312419			0	0	193
2/22/2012	pett	DEL	0.01444444	0.020919999	2803	D	1	0	194
2/22/2012	pett	KEY-ON	0	0			0	0	195
2/22/2012	pett	KEY-OFF	0.04	0.02630939			0	0	196
2/22/2012	pett	DEL	0.02555556	0.020919999	2803	D	1	0	197
2/22/2012	pett	KEY-ON	0	0			0	0	198
2/22/2012	pett	KEY-OFF	0.01861111	0.01127697			0	0	199
2/22/2012	pett	DEL	0.02722222	0.04555	2803	S	1	0	200
2/22/2012	pett	KEY-ON	0	0			0	0	201
2/22/2012	pett	KEY-OFF	0.02722222	0.01281697			0	0	202
2/22/2012	pett	DEL	0.05138889	0.04194	2802	S	4	0	203
2/22/2012	pett	KEY-ON	0	0			0	0	204
2/22/2012	pett	KEY-OFF	0.03833333	0.01881393			0	0	205
2/22/2012	pett	DEL	0.01111111	0.02345	2802	D	1	0	206
2/22/2012	pett	KEY-ON	0	0			0	0	207
2/22/2012	pett	KEY-OFF	0.1822222	0.147008702			0	4	208
2/22/2012	pett	DEL	0.01888889	0.024639999	2805	D	1	0	209
2/22/2012	pett	KEY-ON	0	0			0	0	210
2/22/2012	pett	KEY-OFF	0.01444444	0.01207697			0	0	211
2/22/2012	pett	DEL	0.01555556	0.024639999	2805	D	1	0	212
2/22/2012	pett	KEY-ON	0	0			0	0	213
2/22/2012	pett	KEY-OFF	0.03972222	0.03006787			0	0	214
2/22/2012	pett	DEL	0.01	0.029759999	2805	D	2	0	215
2/22/2012	pett	KEY-ON	0	0			0	0	216
2/22/2012	pett	KEY-OFF	0.05555556	0.03906332			0	1	217
2/22/2012	pett	DEL	0.006666667	0.024639999	2805	D	1	0	218
2/22/2012	pett	KEY-ON	0	0			0	0	219
2/22/2012	pett	KEY-OFF	0.04694445	0.048058771			0	1	220
2/22/2012	pett	DEL	0.01027778	0.024639999	2805	D	1	0	221
2/22/2012	pett	KEY-ON	0	0			0	0	222
2/22/2012	pett	KEY-OFF	0.03111111	0.021072419			0	0	223
2/22/2012	pett	DEL	0.01777778	0.024639999	2805	D	1	0	224
2/22/2012	pett	KEY-ON	0	0			0	0	225
2/22/2012	pett	KEY-OFF	0.01388889	0.01507545			0	0	226
2/22/2012	pett	DEL	0.01777778	0.024639999	2805	D	1	0	227
2/22/2012	pett	KEY-ON	0	0			0	0	228
2/22/2012	pett	KEY-OFF	0.01527778	0.01207697			0	0	229
2/22/2012	pett	DEL	0.01194444	0.024639999	2805	D	1	0	230
2/22/2012	pett	KEY-ON	0	0			0	0	231
2/22/2012	pett	KEY-OFF	0.03472222	0.0240709			0	0	232
2/22/2012	pett	DEL	0.01055556	0.029759999	2805	D	2	0	233
2/22/2012	pett	KEY-ON	0	0			0	0	234
2/22/2012	pett	KEY-OFF	0.06861112	0.051057249			0	1	235
2/22/2012	pett	DEL	0.01194444	0.024639999	2805	D	1	0	236
2/22/2012	pett	KEY-ON	0	0			0	0	237
2/22/2012	pett	KEY-OFF	0.01194444	0.009078484			0	0	238
2/22/2012	pett	DEL	0.01833333	0.024639999	2805	D	1	0	239
2/22/2012	pett	KEY-ON	0	0			0	0	240
2/22/2012	pett	KEY-OFF	0.01944445	0.018073941			0	0	241
2/22/2012	pett	DEL	0.01916667	0.024639999	2805	D	1	0	242
2/22/2012	pett	KEY-ON	0	0			0	0	243
2/22/2012	pett	KEY-OFF	0.02138889	0.018073941			0	0	244
2/22/2012	pett	DEL	0.01055556	0.024639999	2805	D	1	0	245
2/22/2012	pett	KEY-ON	0	0			0	0	246
2/22/2012	pett	KEY-OFF	0.03194445	0.01207697			0	0	247
2/22/2012	pett	DEL	0.01416667	0.024639999	2805	D	1	0	248
2/22/2012	pett	KEY-ON	0	0			0	0	249
2/22/2012	pett	KEY-OFF	0.05222222	0.054055739			0	1	250
2/22/2012	pett	DEL	0.01277778	0.024639999	2805	D	1	0	251
2/22/2012	pett	KEY-ON	0	0			0	0	252
2/22/2012	pett	KEY-OFF	0.08222222	0.091176033			0	2	253
2/22/2012	pett	PU	0.08722223	0.021960001	2804	S	1	0	254
2/22/2012	pett	KEY-ON	0	0			0	0	255
2/22/2012	pett	KEY-OFF	0.0075	0.00422			0	0	256
2/22/2012	pett	PU	0.05472222	0.024310001	2804	S	2	0	257
2/22/2012	pett	KEY-ON	0	0			0	0	258
2/22/2012	pett	KEY-OFF	0.09694444	0.109166898			0	3	259
2/22/2012	pett	PU	0.1269445	0.040760001	2804	S	9	0	260
2/22/2012	pett	KEY-ON	0	0			0	0	261
2/22/2012	pett	KEY-OFF	0.05833333	0.039403319			0	1	262
2/22/2012	pett	DEL	0.01694444	0.02306	2804	D	1	0	263
2/22/2012	pett	KEY-ON	0	0			0	0	264
2/22/2012	pett	KEY-OFF	0.1211111	0.144350201			0	4	265
2/22/2012	pett	DEL	0.01472222	0.02306	2804	D	1	0	266
2/22/2012	pett	KEY-ON	0	0			0	0	267
2/22/2012	pett	KEY-OFF	0.02111111	0.01541545			0	0	268
2/22/2012	pett	DEL	0.01777778	0.02306	2804	D	1	0	269
2/22/2012	pett	KEY-ON	0	0			0	0	270
2/22/2012	pett	KEY-OFF	0.03833333	0.02740939			0	0	271
2/22/2012	pett	DEL	0.02	0.02306	2804	D	1	0	272
2/22/2012	pett	KEY-ON	0	0			0	0	273
2/22/2012	pett	KEY-OFF	0.01888889	0.01241697			0	0	274
2/22/2012	pett	DEL	0.009166667	0.02306	2804	D	1	0	275
2/22/2012	pett	KEY-ON	0	0			0	0	276
2/22/2012	pett	KEY-OFF	0.0125	0.01241697			0	0	277
2/22/2012	pett	DEL	0.02888889	0.02306	2804	D	1	0	278
2/22/2012	pett	KEY-ON	0	0			0	0	279
2/22/2012	pett	KEY-OFF	0.03083333	0.019212419			0	0	280
2/22/2012	pett	PU	0.008333334	0.019610001	2804	S	0	0	281
2/22/2012	pett	KEY-ON	0	0			0	0	282
2/22/2012	pett	KEY-OFF	0.01666667	0.018413929			0	0	283
2/22/2012	pett	DEL	0.01861111	0.02306	2804	D	1	0	284
2/22/2012	pett	KEY-ON	0	0			0	0	285
2/22/2012	pett	KEY-OFF	0.07388889	0.075785123			0	2	286
2/22/2012	pett	DEL	0.01388889	0.02345	2802	D	1	0	287
2/22/2012	pett	KEY-ON	0	0			0	0	288
2/22/2012	pett	KEY-OFF	0.0475	0.027809391			0	0	289
2/22/2012	pett	DEL	0.01388889	0.02345	2802	D	1	0	290
2/22/2012	pett	KEY-ON	0	0			0	0	291
2/22/2012	pett	KEY-OFF	0.02861111	0.027809391			0	0	292
2/22/2012	pett	DEL	0.01277778	0.02345	2802	D	1	0	293
2/22/2012	pett	KEY-ON	0	0			0	0	294
2/22/2012	pett	KEY-OFF	0.03361111	0.03080787			0	0	295
2/22/2012	pett	DEL	0.04166667	0.02658	2802	S	1	0	296
2/22/2012	pett	KEY-ON	0	0			0	0	297
2/22/2012	pett	KEY-OFF	0.01638889	0.01881393			0	0	298
2/22/2012	pett	DEL	0.01666667	0.02345	2802	D	1	0	299
2/22/2012	pett	KEY-ON	0	0			0	0	300
2/22/2012	pett	KEY-OFF	0.005555556	0.009818484			0	0	301
2/22/2012	pett	DEL	0.01694444	0.02345	2802	D	1	0	302
2/22/2012	pett	KEY-ON	0	0			0	0	303
2/22/2012	pett	KEY-OFF	0.01416667	0.01281697			0	0	304
2/22/2012	pett	DEL	0.01333333	0.02857	2802	D	2	0	305
2/22/2012	pett	KEY-ON	0	0			0	0	306
2/22/2012	pett	KEY-OFF	0.0725	0.085179061			0	2	307
2/22/2012	pett	PU	0.1077778	0.029010001	2804	S	4	0	308
2/22/2012	pett	KEY-ON	0	0			0	0	309
2/22/2012	pett	KEY-OFF	0.0425	0.03040787			0	0	310
2/22/2012	pett	DEL	0.02222222	0.02306	2804	D	1	0	311
2/22/2012	pett	KEY-ON	0	0			0	0	312
2/22/2012	pett	KEY-OFF	0.06138889	0.066389672			0	2	313
2/22/2012	pett	DEL	0.01277778	0.028179999	2804	D	2	0	314
2/22/2012	pett	KEY-ON	0	0			0	0	315
2/22/2012	pett	KEY-OFF	0.02611111	0.0244109			0	0	316
2/22/2012	pett	DEL	0.03944445	0.04611	2804	D	1	0	317
2/22/2012	pett	KEY-ON	0	0			0	0	318
2/22/2012	pett	KEY-OFF	0.025	0.019212419			0	0	319
2/22/2012	pett	PU	0.02694445	0.019610001	2804	S	0	0	320
2/22/2012	pett	KEY-ON	0	0			0	0	321
2/22/2012	pett	KEY-OFF	0.02055556	0.01321545			0	0	322
2/22/2012	pett	DEL	0.02638889	0.04734	2804	S	1	0	323
2/22/2012	pett	KEY-ON	0	0			0	0	324
2/22/2012	pett	KEY-OFF	0.09194445	0.102771498			0	3	325
2/22/2012	pett	DEL	0.02916667	0.04266	2802	S	1	0	326
2/22/2012	pett	KEY-ON	0	0			0	0	327
2/22/2012	pett	KEY-OFF	0.03027778	0.0316309			0	0	328
2/22/2012	pett	DEL	0.01222222	0.0469	2802	D	2	0	329
2/22/2012	pett	KEY-ON	0	0			0	0	330
2/22/2012	pett	KEY-OFF	0.0675	0.077960573			0	2	331
2/22/2012	pett	KEY-ON	0.02555556	0			0	0	332
2/22/2012	pett	KEY-OFF	0.02638889	0.027809391			0	0	333
2/22/2012	pett	DEL	0.01666667	0.02345	2802	D	1	0	334
2/22/2012	pett	KEY-ON	0	0			0	0	335
2/22/2012	pett	KEY-OFF	0.03472222	0.027809391			0	0	336
2/22/2012	pett	DEL	0.01333333	0.02345	2802	D	1	0	337
2/22/2012	pett	KEY-ON	0	0			0	0	338
2/22/2012	pett	KEY-OFF	0.02138889	0.022635451			0	0	339
2/22/2012	pett	DEL	0.0075	0.02345	2802	D	1	0	340
2/22/2012	pett	DEL	0.03722222	0.02658	2802	S	1	0	341
2/22/2012	pett	KEY-ON	0	0			0	0	342
2/22/2012	pett	KEY-OFF	0.02666667	0.0316309			0	0	343
2/22/2012	pett	DEL	0.01944445	0.02345	2802	D	1	0	344
2/22/2012	pett	PU	0.007777778	0.03001	2802	S	0	0	345
2/22/2012	pett	KEY-ON	0	0			0	0	346
2/22/2012	pett	KEY-OFF	0.1441667	0.150005698			0	4	347
2/22/2012	pett	PU	0.2563889	0.124029998	2701	S	43	0	348
2/22/2012	pett	KEY-ON	0	0			0	0	349
2/22/2012	pett	KEY-OFF	0.4713889	0.653669417			0	21	350
2/22/2012	pett	PU	0.01861111	0.03058	2811	S	1	0	351
2/22/2012	pett	KEY-ON	0	0			0	0	352
2/22/2012	pett	KEY-OFF	0.1127778	0.122937799			0	4	353
2/22/2012	pett	KEY-ON	0.01	0			0	0	354
2/22/2012	pett	KEY-OFF	0.001944444	0			0	0	355
2/22/2012	pett	KEY-ON	0.1086111	0			0	0	356
2/22/2012	pett	KEY-OFF	0.000833333	0			0	0	357
2/22/2012	pett	PU	0.01111111	0.063480001	2811	S	15	0	358
2/22/2012	pett	KEY-ON	0	0			0	0	359
2/22/2012	pett	KEY-OFF	0.2158333	0.31789279			0	7	360
2/22/2012	pett	KEY-ON	0.02027778	0			0	0	361
2/22/2012	pett	KEY-OFF	0.006666667	0			0	0	362
2/22/2012	pett	KEY-ON	0.05805556	0			0	0	363
2/22/2012	pett	KEY-OFF	0.02777778	0.008591698			0	0	364
2/22/2012	pett	Inside PM	0.07777778	0.210140005			0	0	365
2/22/2012	rich	Inside AM	0.3358333	0.347500294			0	0	366
2/22/2012	rich	KEY-ON	0	0			0	0	367
2/22/2012	rich	KEY-OFF	0.7936111	0.661342025			0	31	368
2/22/2012	rich	DEL	0.000277778	0.02802	2701	S	1	0	369
2/22/2012	rich	DEL	0.04111111	0.02929	2703	S	1	0	370
2/22/2012	rich	KEY-ON	0	0			0	0	371
2/22/2012	rich	KEY-OFF	0.03527778	0.048489839			0	0	372
2/22/2012	rich	DEL	0.01055556	0.05604	2701	S	2	0	373
2/22/2012	rich	PU	0.03333334	0.027680001	2701	O	2	0	374
2/22/2012	rich	DEL	0.06444445	0.02802	2701	S	1	0	375
2/22/2012	rich	KEY-ON	0	0			0	0	376
2/22/2012	rich	KEY-OFF	0.01472222	0.017547941			0	0	377
2/22/2012	rich	DEL	0.01555556	0.02802	2701	S	1	0	378
2/22/2012	rich	KEY-ON	0	0			0	0	379
2/22/2012	rich	KEY-OFF	0.03138889	0.041255869			0	0	380
2/22/2012	rich	DEL	0.05722222	0.122600004	2701	S	15	0	381
2/22/2012	rich	PU	0.05611111	0.045960002	2701	S	0	0	382
2/22/2012	rich	KEY-ON	0	0			0	0	383
2/22/2012	rich	KEY-OFF	0.01722222	0.01031397			0	0	384
2/22/2012	rich	DEL	0.06972222	0.0485	2701	S	5	0	385
2/22/2012	rich	KEY-ON	0	0			0	0	386
2/22/2012	rich	KEY-OFF	0.007222222	0.00308			0	0	387
2/22/2012	rich	DEL	0.02472222	0.02802	2701	S	1	0	388
2/22/2012	rich	KEY-ON	0	0			0	0	389
2/22/2012	rich	KEY-OFF	0.02055556	0.027861901			0	0	390
2/22/2012	rich	DEL	0.08472222	0.081640001	2701	S	7	0	391
2/22/2012	rich	KEY-ON	0	0			0	0	392
2/22/2012	rich	KEY-OFF	0.01472222	0.01031397			0	0	393
2/22/2012	rich	DEL	0.09055556	0.132579997	2701	S	12	0	394
2/22/2012	rich	KEY-ON	0	0			0	0	395
2/22/2012	rich	KEY-OFF	0.003055556	0.00616			0	0	396
2/22/2012	rich	DEL	0.04972223	0.05604	2701	S	2	0	397
2/22/2012	rich	KEY-ON	0	0			0	0	398
2/22/2012	rich	KEY-OFF	0.007222222	0.00616			0	0	399
2/22/2012	rich	DEL	0.004444445	0.053619999	2701	S	6	0	400
2/22/2012	rich	PU	0.03222222	0.022980001	2701	S	0	0	401
2/22/2012	rich	KEY-ON	0	0			0	0	402
2/22/2012	rich	KEY-OFF	0.01722222	0.017547941			0	0	403
2/22/2012	rich	DEL	0.02027778	0.02802	2701	S	1	0	404
2/22/2012	rich	KEY-ON	0	0			0	0	405
2/22/2012	rich	KEY-OFF	0.0175	0.028617941			0	0	406
2/22/2012	rich	DEL	0.07944445	0.15281	2721	S	4	0	407
2/22/2012	rich	DEL	0.1061111	0.02802	2701	S	1	0	408
2/22/2012	rich	KEY-ON	0	0			0	0	409
2/22/2012	rich	KEY-OFF	0.005555556	0.007233968			0	0	410
2/22/2012	rich	KEY-ON	0.01388889	0			0	0	411
2/22/2012	rich	KEY-OFF	0.03555556	0.03509587			0	0	412
2/22/2012	rich	DEL	0.02222222	0.03826	2701	S	3	0	413
2/22/2012	rich	PU	0.03333334	0.041780001	2701	S	8	0	414
2/22/2012	rich	PU	0.07138889	0.07342	7777	U	1	0	415
2/22/2012	rich	KEY-ON	0	0			0	0	416
2/22/2012	rich	KEY-OFF	0.025	0.032015871			0	0	417
2/22/2012	rich	PU	0.1213889	0.025330001	2701	O	1	0	418
2/22/2012	rich	KEY-ON	0	0			0	0	419
2/22/2012	rich	KEY-OFF	0.01027778	0.007233968			0	0	420
2/22/2012	rich	KEY-ON	0.015	0			0	0	421
2/22/2012	rich	KEY-OFF	0.003055556	0.00308			0	0	422
